"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1849071303652987027","Wed Oct 23 23:50:52 +0000 2024","0","@TirtoID Jgn dipaksa gak ada uangnya pak @prabowo harusnya orang2nya Jokowi dan Gibran yg JD menteri dikasih tau kalo Jokowi meningglkn hutang yg harus dilunasi kas berapa? Kalo sedikit dikasih tau. Biar gak nuntut PDIP dan koalisi lama jg dpt bnyk 9 th jg harus tanggung jawab.","1849237083636035898","","TirtoID","in","","0","0","0","https://x.com/rindang_ni/status/1849237083636035898","1653402090289659905","rindang_ni"
"1848708053245563034","Wed Oct 23 23:50:13 +0000 2024","1","@NzmNadzri @_AmranFans Perdana Menteri bodoh pemangkin kebodohan rakyat marcapada ini.","1849236918132945378","","NzmNadzri","in","Kuala Lumpur ","0","0","0","https://x.com/_abcdefuuuuu/status/1849236918132945378","356008478","_abcdefuuuuu"
"1849103074465632624","Wed Oct 23 23:49:28 +0000 2024","11","@dependentbeing Negeri sendiri dirusak orang2 seperti Jokowi saja masih cinta ulil amri Korupsi Kolusi Nepotisme penguasa Jokowi saja masih ditaati Menteri agama zionist enabler yg juga liberal secular hasil pilihan Pilpres curang saja masih kalian taati","1849236732396646668","","dependentbeing","in","chemin du ciel | rue servient","0","0","2","https://x.com/DJ_Luvly/status/1849236732396646668","344063362","DJ_Luvly"
"1849044742795063718","Wed Oct 23 23:49:09 +0000 2024","0","@KompasTV Sekelas menteri lho ini ","1849236649995272479","","KompasTV","in","Surakarta, Jawa Tengah","0","0","0","https://x.com/dukiessa/status/1849236649995272479","1691187648","dukiessa"
"1849088930790158338","Wed Oct 23 23:49:08 +0000 2024","0","@papa_loren Dan akhirnya para menteri yang lain pada ikutan Belajar? Di kemudian hari Menteri lama berbuat salah Jawabnya : Maklum saya bekas menterinya Jokowi 10 tahun maklum baru gabung prabowo. Gw : Astaugfirullah","1849236648128901488","","papa_loren","in","Semarang Selatan, Indonesia📍","0","0","0","https://x.com/RadenNingrat99/status/1849236648128901488","566294480","RadenNingrat99"
"1848509823849202109","Wed Oct 23 23:49:06 +0000 2024","0","@mohmahfudmd katanya baru jadi menteri jabi baru belajar.hehehehe","1849236636783296667","","mohmahfudmd","in","Makassar, Indonesia","0","0","0","https://x.com/raih_aswatullah/status/1849236636783296667","254886358","raih_aswatullah"
"1848963264098521560","Wed Oct 23 23:48:35 +0000 2024","2","@liaasister Menteri HAM harus tuntaskan kasus KM 50 dan kasus lain yg blm tersentuh. Ayo buktikan !","1849236508865356251","","liaasister","in","Indonesia","0","0","1","https://x.com/AbiAgdan/status/1849236508865356251","1637253149621907456","AbiAgdan"
"1848870751170138181","Wed Oct 23 23:48:11 +0000 2024","0","@SINDOnews @JhonSitorus_18 Maaf @Yusrilihza_Mhd kan dia bahin dri kabinetny saat itu terjadi!! Ciba2 mau membersihkan dirinya ya salahlah!! Mengapa waktu jdi menteri kumham dia nggak ngurusinitu!! Munatiqunnbanget ya","1849236407963005415","","SINDOnews","in","","0","0","0","https://x.com/petruk565/status/1849236407963005415","1627640899848245250","petruk565"
"1849044742795063718","Wed Oct 23 23:45:46 +0000 2024","0","@KompasTV Gajinya menteri tapi kerjanya kaya anak SMK yang lagi PKL atau Magang negara macam apa ini..","1849235799050731677","","KompasTV","in","Jagakarsa, Indonesia","0","0","0","https://x.com/Installin_win/status/1849235799050731677","1594931138325204992","Installin_win"
"1848699112063226243","Wed Oct 23 23:45:35 +0000 2024","0","@BangPino__ Beda kelaslah. Jokowi penah memecat menteri yg namanya Anies Baswedan kr gak becus bekerja. Hanya pandai nata kata2","1849235755119583335","","BangPino__","in","","0","0","0","https://x.com/Lentos552741/status/1849235755119583335","1666800229184868354","Lentos552741"
