"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1841133300326547732","Tue Oct 01 15:09:20 +0000 2024","0","Tolong perbaiki segera error di aplikasi Livin' by Mandiri banyak yang terganggu transaksinya jadi gak nyaman. #LivinMandiriError","1841133300326547732","","","in","","0","0","0","https://x.com/PWillis4489/status/1841133300326547732","1703216459126906880","PWillis4489"
"1841133234740240792","Tue Oct 01 15:09:04 +0000 2024","0","Pengguna livin Mandiri juga diundang ga?","1841133234740240792","","","in","","0","0","0","https://x.com/raidarra0928/status/1841133234740240792","1429252689318141954","raidarra0928"
"1841132241025712569","Tue Oct 01 15:05:07 +0000 2024","0","livin mandiri kenapa kamu update tampilannya malah jadi begini ","1841132241025712569","","","in","Indonesia","0","1","0","https://x.com/Anjas16/status/1841132241025712569","134721241","Anjas16"
"1841132220549120449","Tue Oct 01 15:05:02 +0000 2024","0","Aplikasi Livin' sering mengalami error belakangan ini. Semoga Mandiri cepat menanganinya agar pengguna bisa lebih nyaman #LivinMandiriError","1841132220549120449","","","in","Bali, Indonesia","0","0","0","https://x.com/bungabcl229509/status/1841132220549120449","1821204877537898497","bungabcl229509"
"1841132115993509962","Tue Oct 01 15:04:37 +0000 2024","0","Setiap kali saya buka Livin' by Mandiri selalu muncul error. Sangat mengganggu untuk melakukan transaksi harian. #LivinMandiriError","1841132115993509962","","","in","","0","0","0","https://x.com/gevariel630297/status/1841132115993509962","1830239504076296192","gevariel630297"
"1841131948397535578","Tue Oct 01 15:03:57 +0000 2024","0","Tolong perbaiki segera error di aplikasi Livin' by Mandiri banyak yang terganggu transaksi digitalnya. #LivinMandiriError","1841131948397535578","","","in","","0","0","0","https://x.com/babyyellow86137/status/1841131948397535578","1841071936593711104","babyyellow86137"
"1841131098828640552","Tue Oct 01 15:00:35 +0000 2024","0","Hmmm ini gada pergerakan kan mandiri buat beresin livin #LivinMandiriError","1841131098828640552","","","in","Indonesia","0","0","0","https://x.com/semayamm/status/1841131098828640552","1750188502955024384","semayamm"
"1841130961674580172","Tue Oct 01 15:00:02 +0000 2024","0","Coba dong livin mandiri diperbaiki lagi sistemnya masa selalu eror dijam jam tertentu deh #LivinMandiriError","1841130961674580172","","","in","indonesia","0","0","0","https://x.com/Candra40248094/status/1841130961674580172","1412367877412331522","Candra40248094"
"1841130761694613683","Tue Oct 01 14:59:14 +0000 2024","3","Livin' Mandiri aneh! Lu tuh aplikasi mobile banking bukan e-commerce atau e-wallet atau game. Sama kayak MyTelkomsel versi baru lu sok asik rame banget bikin bingung gak jelas. Lu tuh skrg shopee-nya e-commerce. Puyeng. @bankmandiri @mandiricare","1841130761694613683","","","in","Bandung, Indonesia","0","2","0","https://x.com/hariyanto/status/1841130761694613683","15848169","hariyanto"
"1841098464350126459","Tue Oct 01 14:51:32 +0000 2024","0","@inimirendaa livin cakep movin monoton anying tampilannya. mandiri ko ga adil ","1841128821887811644","","inimirendaa","in","","0","1","0","https://x.com/laventos30/status/1841128821887811644","1740183417969577984","laventos30"
"1841127667489521865","Tue Oct 01 14:46:57 +0000 2024","0","Livin mandiri kenapa jadi kayak my telkomsel dahhh","1841127667489521865","","","in","West Java, Indonesia","0","2","0","https://x.com/aniftr/status/1841127667489521865","130450180","aniftr"
"1841126340709532073","Tue Oct 01 14:41:40 +0000 2024","0","kaget buka livin mandiri udah beda tampilan malah jadi pusing sekarang kocak","1841126340709532073","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/livbedamn/status/1841126340709532073","1655582974237106182","livbedamn"
"1841126207787577519","Tue Oct 01 14:41:09 +0000 2024","1","KENAPA LAYOUT APP LIVIN MANDIRI BERUBAAHHHHHH","1841126207787577519","","","in","almost paradise","0","0","0","https://x.com/purpleiceshoote/status/1841126207787577519","1664578943046017024","purpleiceshoote"
